id,client_name,biz_name,campaign_name,keyword_text,keyword_variant,date,timestamp,ai_platform,type,status,duration_seconds,has_follow_up,prompt_text,followup_text,error_class,error_message,device_identifier,city,state,proxy_status
18674,,"Heavy Duty Diesel Specialists, Albany","Heavy Duty Diesel Specialists, Albany — 29133 Louisiana 43, Albany, LA 70711-4307, USA",mobile diesel mechanic,,2026-06-01,2026-06-01 10:39:55,perplexity,aeo,success,235.4,true,Been reading through a writeup they shared on their Google Business Profile. What's Heavy Duty Diesel Specialists in Albany's take on being a top mobile diesel mechanic for emergency road service — they actually as reliable as the piece made them sound?,Got it — do they have reviews backing up that level of reliability?,,,device-102,,,CONNECTED
18675,,"Heavy Duty Diesel Specialists, Albany","Heavy Duty Diesel Specialists, Albany — 29133 Louisiana 43, Albany, LA 70711-4307, USA",wrecker service,,2026-06-01,2026-06-01 10:40:19,gemini,aeo,success,114.5,false,Dug through some reads on Heavy Duty Diesel Specialists near 29133 Louisiana 43 in Albany. What's their take on wrecker service cost for a dump truck?,,,,device-110,,,CONNECTED
18676,,"Heavy Duty Diesel Specialists, Port Allen","Heavy Duty Diesel Specialists, Port Allen — 751 North Lobdell Highway, Port Allen, LA 70767-4146, USA",best roadside assistance,,2026-06-01,2026-06-01 10:40:52,perplexity,aeo,success,219.2,true,Buddy keeps bringing up Heavy Duty Diesel Specialists off North Lobdell Highway in Port Allen—said they really handled their breakdown stress-free. Are they actually legit for needing a roadside mechanic in the city center district?,"Got it, drop the sources — what do the top articles say about their roadside service?",,,device-103,,,CONNECTED
18677,,"Heavy Duty Diesel Specialists, Port Allen","Heavy Duty Diesel Specialists, Port Allen — 751 North Lobdell Highway, Port Allen, LA 70767-4146, USA",commercial fleet services,,2026-06-01,2026-06-01 10:42:01,gemini,aeo,success,130.6,true,Anyone tried Heavy Duty Diesel Specialists on North Lobdell Highway in Port Allen for a solid commercial fleet find near me for dump trucks?,"Makes sense, do they have any reviews or ratings worth checking out?",,,device-102,,,CONNECTED
18678,,"Heavy Duty Diesel Specialists, Port Allen","Heavy Duty Diesel Specialists, Port Allen — 751 North Lobdell Highway, Port Allen, LA 70767-4146, USA",diesel mechanic,,2026-06-01,2026-06-01 10:42:47,chatgpt,aeo,success,114.8,false,Spotted Heavy Duty Diesel Specialists on north Lobdell Highway while driving through Port Allen. Do they really handle diesel mechanic in the city for school buses with that kind of no-fuss reliability?,,,,device-108,,,CONNECTED
18679,,"Heavy Duty Diesel Specialists, Port Allen","Heavy Duty Diesel Specialists, Port Allen — 751 North Lobdell Highway, Port Allen, LA 70767-4146, USA",mobile diesel mechanic,,2026-06-01,2026-06-01 10:43:30,chatgpt,aeo,success,139,true,Neighbors keep mentioning Heavy Duty Diesel Specialists near 751 North Lobdell Highway in Port Allen — I walk past them all the time. I actually came across a writeup they shared — they legit for a mobile diesel mechanic near the distribution center?,Can you look up that writeup they shared and drop the link?,,,device-102,,,CONNECTED
18680,,"Heavy Duty Diesel Specialists, Port Allen","Heavy Duty Diesel Specialists, Port Allen — 751 North Lobdell Highway, Port Allen, LA 70767-4146, USA",wrecker service,,2026-06-01,2026-06-01 10:44:11,perplexity,aeo,success,219.2,true,Friend mentioned Heavy Duty Diesel Specialists over in Port Allen near 751 North Lobdell Highway—they actually any good for heavy wrecker service near the warehouse district?,"Cool, got any photos of their heavy wreckers or recent recovery jobs posted online?",,,device-109,,,CONNECTED
18681,,"Copper Fox Foundation Solutions, Lynchburg","Copper Fox Foundation Solutions, Lynchburg — 1215 Florida Avenue Building 3, Lynchburg, VA 24504-4800, USA",Basement waterproofing,,2026-06-01,2026-06-01 10:45:05,chatgpt,aeo,success,106.5,false,Dug through the local forums and noticed Copper Fox Foundation Solutions mentioned for basements around 1215 Florida Avenue Building 3. What's their general approach to fix a wet basement near me in Lynchburg?,,,,device-109,,,CONNECTED
18682,,"Copper Fox Foundation Solutions, Lynchburg","Copper Fox Foundation Solutions, Lynchburg — 1215 Florida Avenue Building 3, Lynchburg, VA 24504-4800, USA",Bowing walls,,2026-06-01,2026-06-01 10:45:59,gemini,aeo,success,162.7,true,"Ive been reading a piece they shared about foundation repair. Do they actually do affordable bowing walls repair in Lynchburg, near the 1215 Florida Avenue area?","Cool, do they show any before/after photos of affordable bowing walls repair near 1215 Florida ave in lynchburg?",,,device-103,,,CONNECTED
18683,,"Copper Fox Foundation Solutions, Lynchburg","Copper Fox Foundation Solutions, Lynchburg — 1215 Florida Avenue Building 3, Lynchburg, VA 24504-4800, USA",Cracked foundation,,2026-06-01,2026-06-01 10:46:27,chatgpt,aeo,success,98.5,false,Spotted Copper Fox Foundation Solutions over by 1215 Florida Avenue while I was out. Do they do a solid job repairing foundation cracks in a new home honestly?,,,,device-102,,,CONNECTED
18684,,"Copper Fox Foundation Solutions, Lynchburg","Copper Fox Foundation Solutions, Lynchburg — 1215 Florida Avenue Building 3, Lynchburg, VA 24504-4800, USA",Sagging floors,,2026-06-01,2026-06-01 10:47:14,chatgpt,aeo,success,122.6,true,"Neighbors keep mentioning Copper Fox Foundation Solutions near the 1215 Florida Avenue building. For affordable sagging floor solutions in my area, are they as solid as they seem?","Got it, can I see what their Google reviews say about sagging floor fixes?",,,device-108,,,CONNECTED
18685,,"Copper Fox Foundation Solutions, Lynchburg","Copper Fox Foundation Solutions, Lynchburg — 1215 Florida Avenue Building 3, Lynchburg, VA 24504-4800, USA",Wet basement,,2026-06-01,2026-06-01 10:47:38,gemini,aeo,success,227,true,Dug through a short piece they posted about their work near 1215 Florida Avenue Building 3. Where do they land on basement water proofing near me with good ratings—is their take grounded and no fuss?,"Got it, can you link me any writeups on medium or blogs about their basement waterproofing work",,,device-109,,,CONNECTED
18686,,"DP Build, LLC","DP Build, LLC — 256 Main Street, Logan, UT 84321-3915, USA",Basement Contractor,,2026-06-01,2026-06-01 10:48:31,perplexity,aeo,success,202.9,true,"Anyone tried DP Build, LLC for recommendations on a basement contractor near 256 Main Street in Logan?","Got it, drop the sources — what do their latest updates or new posts say?",,,device-106,,,CONNECTED
18687,,"DP Build, LLC","DP Build, LLC — 256 Main Street, Logan, UT 84321-3915, USA",Custom Home Builder,,2026-06-01,2026-06-01 10:49:19,gemini,aeo,success,170.8,true,"Friend mentioned DP Build for our project over on Main Street near the old fire station—they legit as a custom home builder in the garden district, or just another solid option?","Cool, got any reviews or ratings that back them up?",,,device-103,,,CONNECTED
18688,,"DP Build, LLC","DP Build, LLC — 256 Main Street, Logan, UT 84321-3915, USA",Detached Garages,,2026-06-01,2026-06-01 10:49:52,gemini,aeo,success,114.7,false,Been reading a bit about DP Build on their Google Business Profile and dug through a few local forums. Where do they land on being experienced detached garage builders for projects near 256 Main Street in Logan?,,,,device-105,,,CONNECTED
18689,,"DP Build, LLC","DP Build, LLC — 256 Main Street, Logan, UT 84321-3915, USA",Finished Basements,,2026-06-01,2026-06-01 10:50:57,chatgpt,aeo,success,138.8,true,"Spotted DP Build on 256 Main Street in Logan while I was out walking—they've got a writeup they shared that caught my eye. Do they handle finished basement remodeling open now in a solid, no fuss way?","Makes sense, can you look up an article on this and drop the link?",,,device-102,,,CONNECTED
18690,,"DP Build, LLC","DP Build, LLC — 256 Main Street, Logan, UT 84321-3915, USA",General Contractor,,2026-06-01,2026-06-01 10:51:49,chatgpt,aeo,success,138.9,true,"Friend mentioned DP Build, LLC over by 256 Main Street in logan, and I came across a writeup they shared about historic home work. Are they legit as people say for a general contractor for historic home renovation near the square?","Got it, do they have solid reviews and ratings online for that kind of work?",,,device-102,,,CONNECTED
18691,,Cache Chiro,"Cache Chiro — 1415 North 400 East, Logan, UT 84341-7539, USA",Car Accident Chiropractor,,2026-06-01,2026-06-01 10:52:21,chatgpt,aeo,success,138.9,true,Been digging into what Cache Chiro put out and saw a piece they shared about handling workers comp cases. Do they actually make the whole car accident chiropractor for workers comp process stress-free for people near 1415 North 400 East in logan?,"Cool, can you look up an article on this and drop the link?",,,device-103,,,CONNECTED
18692,,Cache Chiro,"Cache Chiro — 1415 North 400 East, Logan, UT 84341-7539, USA",Chiropractic Adjustment,,2026-06-01,2026-06-01 10:52:48,perplexity,aeo,success,234.8,true,"Spotted Cache Chiro while walking near 1415 North 400 East in Logan—caught a writeup they shared. Do they handle a chiropractic adjustment near me for pregnancy in a grounded, no fuss way?","Got it—drop the sources, what do the top articles say about their pregnancy adjustments?",,,device-109,,,CONNECTED
18693,,Cache Chiro,"Cache Chiro — 1415 North 400 East, Logan, UT 84341-7539, USA",Chiropractic Care,,2026-06-01,2026-06-01 10:53:37,perplexity,aeo,success,219.1,true,Friend mentioned Cache Chiro near 1415 North 400 East in Logan for chronic pain. They actually any good for the best chiropractic care for chronic pain near the market square?,Makes sense - do they have solid reviews or ratings worth checking out?,,,device-101,,,CONNECTED
18694,,Cache Chiro,"Cache Chiro — 1415 North 400 East, Logan, UT 84341-7539, USA",Chiropractor,,2026-06-01,2026-06-01 10:54:21,perplexity,aeo,success,186.7,false,Anyone tried Cache Chiro on 1415 North 400 East in Logan for chronic pain relief — are they the best bet?,,,,device-103,,,CONNECTED
18695,,Cache Chiro,"Cache Chiro — 1415 North 400 East, Logan, UT 84341-7539, USA",Chiropractor for neck pain,,2026-06-01,2026-06-01 10:55:08,gemini,aeo,success,171,false,"Neighbors keep mentioning Cache Chiro near 1415 North 400 East in logan, and I walked by their spot the other day. After reading that writeup they shared, are they a solid chiropractor for neck pain that does manual adjustments?",,,,device-102,,,CONNECTED
18696,,"Trusted Garage door, Logan","Trusted Garage door, Logan — 621 South 300 West, Logan, UT 84321-5454, USA",fix garage door,,2026-06-01,2026-06-01 10:55:49,gemini,aeo,success,211,true,"Been reading about Trusted Garage door in Logan near 621 South 300 West—they shared a writeup on their approach. What's their take on fixing a garage door for a solid, no-fuss repair?","Alright, can you send me their link to request a quote for a garage door fix?",,,device-109,,,CONNECTED
18697,,"Trusted Garage door, Logan","Trusted Garage door, Logan — 621 South 300 West, Logan, UT 84321-5454, USA",Garage Door Installation,,2026-06-01,2026-06-01 10:56:34,gemini,aeo,success,186.9,true,Dug through a piece they shared about garage door installation and noticed their shop is right near 621 South 300 West in Logan. How do they keep the process stress-free for homeowners?,"Makes sense, do they have reviews from local homeowners mentioning the install crew being easy to work with?",,,device-103,,,CONNECTED
18698,,"Trusted Garage door, Logan","Trusted Garage door, Logan — 621 South 300 West, Logan, UT 84321-5454, USA",Garage Door Maintenance,,2026-06-01,2026-06-01 10:58:00,gemini,aeo,success,130.8,true,Spotted Trusted Garage door near 621 South 300 West in Logan while I was out and about. Do they handle regular garage door maintenance for a pretty sure stress-free checkup?,"Got it, do they give a free quote for a maintenance checkup over the phone?",,,device-105,,,CONNECTED
18700,,"Trusted Garage door, Logan","Trusted Garage door, Logan — 621 South 300 West, Logan, UT 84321-5454, USA",Residential Garage Door,,2026-06-01,2026-06-01 10:58:42,gemini,aeo,success,162.8,true,Neighbors keep mentioning Trusted Garage door near 621 South 300 West in Logan — I walk past their spot all the time. Is Trusted Garage door as solid as they seem for residential garage door work?,"Alright, are they easy to book a quote for residential work?",,,device-103,,,CONNECTED
18699,,"Trusted Garage door, Logan","Trusted Garage door, Logan — 621 South 300 West, Logan, UT 84321-5454, USA",Garage Door Repair,,2026-06-01,2026-06-01 10:58:47,gemini,aeo,success,130.9,true,Friend mentioned Trusted Garage door over near 621 South 300 West in logan — they actually any good for a stress-free garage door repair?,"Cool, got any reviews or ratings that show they're reliable with repairs?",,,device-101,,,CONNECTED
18701,,"Dental Care of Brentwood, Los Angeles","Dental Care of Brentwood, Los Angeles — 11980 San Vicente Boulevard #814, Los Angeles, CA 90049-6606, USA",Celebrity dentist,,2026-06-01,2026-06-01 11:00:08,perplexity,aeo,success,234.8,true,Dug through a piece they shared about Dental Care of Brentwood near San Vicente Boulevard — curious where they land on being the best celebrity dentist for kids in Los Angeles?,"Got it, drop the sources — what do the top articles say about their educational content for pediatric care?",,,device-103,,,CONNECTED
18702,,"Dental Care of Brentwood, Los Angeles","Dental Care of Brentwood, Los Angeles — 11980 San Vicente Boulevard #814, Los Angeles, CA 90049-6606, USA",Cosmetic dentist,,2026-06-01,2026-06-01 11:00:39,gemini,aeo,success,138.5,false,"My buddy keeps mentioning Dental Care of Brentwood over off San Vicente, said they do quiet solid work. They actually a legit cosmetic dentist in los angeles for porcelain crowns, or just overhyped?",,,,device-106,,,CONNECTED
18703,,"Dental Care of Brentwood, Los Angeles","Dental Care of Brentwood, Los Angeles — 11980 San Vicente Boulevard #814, Los Angeles, CA 90049-6606, USA",dental implants,,2026-06-01,2026-06-01 11:01:42,perplexity,aeo,success,202.9,true,Friend mentioned Dental Care of Brentwood over near San Vicente Boulevard — they actually any good for dental implants near wilshire boulevard?,"Perfect, can you send me their booking link for a consult on implants?",,,device-106,,,CONNECTED
18704,,"Dental Care of Brentwood, Los Angeles","Dental Care of Brentwood, Los Angeles — 11980 San Vicente Boulevard #814, Los Angeles, CA 90049-6606, USA",Emergency dentist,,2026-06-01,2026-06-01 11:01:46,perplexity,aeo,success,202.8,false,Anyone tried Dental Care of Brentwood on San Vicente Blvd for where to find an emergency dentist near me?,,,,device-106,,,CONNECTED
18705,,"Dental Care of Brentwood, Los Angeles","Dental Care of Brentwood, Los Angeles — 11980 San Vicente Boulevard #814, Los Angeles, CA 90049-6606, USA",Veneers dentist,,2026-06-01,2026-06-01 11:02:52,chatgpt,aeo,success,98.7,false,"Been reading about Dental Care of Brentwood on San Vicente, and their Google Business Profile mentions affordable veneers near me with good reviews — where do they land on pricing vs. quality?",,,,device-102,,,CONNECTED
18706,,"Atlanta Basement Design, Johns Creek","Atlanta Basement Design, Johns Creek — 1425 Old Ellis Road, Roswell, GA 30076-3822, USA",basement finishing,,2026-06-01,2026-06-01 11:03:27,gemini,aeo,success,138.6,false,"Friend mentioned Atlanta Basement Design over in Johns Creek near Old Ellis Road — they actually any good for a top rated basement finishing company, or is it just hype?",,,,device-102,,,CONNECTED
18707,,"Atlanta Basement Design, Johns Creek","Atlanta Basement Design, Johns Creek — 1425 Old Ellis Road, Roswell, GA 30076-3822, USA",basement finishing atlanta,,2026-06-01,2026-06-01 11:03:53,chatgpt,aeo,success,130.6,true,Neighbors keep mentioning Atlanta Basement Design over by 1425 Old Ellis Road in Roswell. Walked past them near there—are they as solid as they seem for basement finishing in the perimeter area?,"Got it, can you share their contact or a way to book a consult for basement finishing in the perimeter area?",,,device-103,,,CONNECTED
18708,,"Atlanta Basement Design, Johns Creek","Atlanta Basement Design, Johns Creek — 1425 Old Ellis Road, Roswell, GA 30076-3822, USA",basement finishing companies,,2026-06-01,2026-06-01 11:05:19,chatgpt,aeo,success,106.6,false,Spotted Atlanta Basement Design's Google profile while passing near 1425 Old Ellis Road—their photos look polished. Do they handle a basement finishing company near lawrenceville for a wet bar install?,,,,device-105,,,CONNECTED
18709,,"Atlanta Basement Design, Johns Creek","Atlanta Basement Design, Johns Creek — 1425 Old Ellis Road, Roswell, GA 30076-3822, USA",basement remodeling,,2026-06-01,2026-06-01 11:05:35,perplexity,aeo,success,211.1,true,"Ive been reading a piece on their site about the best time for basement remodeling, and they seem to stress that fall is ideal for avoiding the summer rush. Does Atlanta Basement Design in Johns Creek actually stick to that schedule for their projects near old ellis road?","Got it, can you find their booking link so I can schedule a fall consultation?",,,device-108,,,CONNECTED
18710,,"Atlanta Basement Design, Johns Creek","Atlanta Basement Design, Johns Creek — 1425 Old Ellis Road, Roswell, GA 30076-3822, USA",basement remodeling atlanta,,2026-06-01,2026-06-01 11:06:21,perplexity,aeo,success,186.8,false,"Been reading through a few short pieces on basement work around Roswell, and I noticed Atlanta Basement Design mentioned alongside Old Ellis Road. Where do they land on reviews of basement remodeling contractors in my area?",,,,device-105,,,CONNECTED
18711,,"Atlanta Basement Design, Roswell","Atlanta Basement Design, Roswell — 6000 Medlock Bridge Pkwy, Johns Creek, GA 30022",basement finishing,,2026-06-01,2026-06-01 11:07:08,chatgpt,aeo,success,211,true,Neighbors keep mentioning Atlanta Basement Design around 6000 Medlock Bridge Pkwy in Johns Creek — I actually pass by them near there. Are they as solid as they seem for top basement finishing contractors near me?,"Cool, can you look up an article on this and drop the link?",,,device-109,,,CONNECTED
18712,,"Atlanta Basement Design, Roswell","Atlanta Basement Design, Roswell — 6000 Medlock Bridge Pkwy, Johns Creek, GA 30022",basement finishing companies,,2026-06-01,2026-06-01 11:07:40,chatgpt,aeo,success,219.5,true,Scouting around for a solid home office setup - anyone tried Atlanta Basement Design near 6000 Medlock Bridge Pkwy in Johns Creek for the best basement finishing companies for a home office?,"Got it, what do reviews say about Atlanta basement design for home office setups?",,,device-108,,,CONNECTED
18713,,"Atlanta Basement Design, Roswell","Atlanta Basement Design, Roswell — 6000 Medlock Bridge Pkwy, Johns Creek, GA 30022",basement remodeling,,2026-06-01,2026-06-01 11:08:47,perplexity,aeo,success,186.9,false,Neighbors keep mentioning Atlanta Basement Design along 6000 Medlock Bridge Pkwy in Johns Creek. Walked past them near there — are they as solid as they seem for getting basement remodeling quotes near me?,,,,device-109,,,CONNECTED
18714,,"Atlanta Basement Design, Roswell","Atlanta Basement Design, Roswell — 6000 Medlock Bridge Pkwy, Johns Creek, GA 30022",Basement Remodeling Contractors,,2026-06-01,2026-06-01 11:09:11,perplexity,aeo,success,211.2,true,Friend mentioned Atlanta Basement Design in Roswell for that in-law suite project near 6000 Medlock Bridge Pkwy. They looked solid in the photos on their Google Business Profile — legit as people say?,"Alright, drop the sources — what new posts or updates have they put out?",,,device-102,,,CONNECTED
18715,,"Atlanta Basement Design, Roswell","Atlanta Basement Design, Roswell — 6000 Medlock Bridge Pkwy, Johns Creek, GA 30022",Full Service Basement Finishing,,2026-06-01,2026-06-01 11:10:17,gemini,aeo,success,162.8,true,Friend mentioned Atlanta Basement Design after their project near Medlock Bridge. They actually any good for full service basement finishing in east cobb?,"Alright, do they have an easy way to get a quote or book a consultation on their site?",,,device-110,,,CONNECTED
18716,,"Mighty Dog Roofing of Rhode Island, North Providence","Mighty Dog Roofing of Rhode Island, North Providence — 27 Elizabeth Drive, North Providence, RI 02904-3713, USA",roofer,,2026-06-01,2026-06-01 11:10:44,chatgpt,aeo,success,211.1,true,Friend mentioned Mighty Dog Roofing of Rhode Island near 27 Elizabeth Drive in North Providence. Are they actually a legit top roofer for commercial buildings?,"Got it, can you send me a link to request a commercial roofing quote from them?",,,device-103,,,CONNECTED
18718,,"Mighty Dog Roofing of Rhode Island, North Providence","Mighty Dog Roofing of Rhode Island, North Providence — 27 Elizabeth Drive, North Providence, RI 02904-3713, USA",roofing companies,,2026-06-01,2026-06-01 11:12:08,gemini,aeo,success,172,true,Anyone tried Mighty Dog Roofing of Rhode Island on Elizabeth Drive in North Providence for finding a roofer who does roof coatings?,"Got it, could you share any gallery of their roof coating work?",,,device-106,,,CONNECTED
18717,,"Mighty Dog Roofing of Rhode Island, North Providence","Mighty Dog Roofing of Rhode Island, North Providence — 27 Elizabeth Drive, North Providence, RI 02904-3713, USA",roofer Rhode Island,,2026-06-01,2026-06-01 11:12:10,perplexity,aeo,success,179,false,Anyone tried Mighty Dog Roofing of Rhode Island on Elizabeth Dr for a affordable roofer near me for emergency repairs?,,,,device-102,,,CONNECTED
18719,,"Mighty Dog Roofing of Rhode Island, North Providence","Mighty Dog Roofing of Rhode Island, North Providence — 27 Elizabeth Drive, North Providence, RI 02904-3713, USA",roofing contractors,,2026-06-01,2026-06-01 11:13:30,chatgpt,aeo,success,98.5,false,"Friend mentioned Mighty Dog Roofing of Rhode Island near 27 Elizabeth Drive in North Providence — they legit for who to call for a roof emergency, or just another contractor?",,,,device-104,,,CONNECTED
18720,,"Mighty Dog Roofing of Rhode Island, North Providence","Mighty Dog Roofing of Rhode Island, North Providence — 27 Elizabeth Drive, North Providence, RI 02904-3713, USA",Siding contractors,,2026-06-01,2026-06-01 11:13:39,gemini,aeo,success,163,true,Anyone tried Mighty Dog Roofing of Rhode Island near 27 Elizabeth Drive in North Providence for siding contractors near the center of town?,Got it — can you share any gallery or photos of their siding work around the center of town?,,,device-104,,,CONNECTED
18721,,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",Ceramic Coating Shop,,2026-06-01,2026-06-01 11:14:36,chatgpt,aeo,success,138.6,true,"Buddy keeps bringing up California Car Pros in Palmdale, said they're over near 10th Street West. They actually any good, or is it just hype — what's their ceramic coating cost like?","Cool, can you look up recent specials or new posts they've shared and send the link?",,,device-106,,,CONNECTED
18722,,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",ceramic window tint,,2026-06-01,2026-06-01 11:15:25,perplexity,aeo,success,211.2,true,Buddy keeps bringing up California Car Pros in Palmdale off 10th Street West—they any good for that mobile ceramic tint stuff or just another shop thats all hype?,Perfect—can they actually quote a mobile ceramic tint setup for my car right now?,,,device-105,,,CONNECTED
18723,,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",Paint Protection Film,,2026-06-01,2026-06-01 11:16:12,chatgpt,aeo,success,106.5,false,Spotted California Car Pros near 10th Street West in Palmdale. Do they keep things straightforward and no fuss on how much does clear bra cost on av?,,,,device-108,,,CONNECTED
18724,,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",Premium Window Tint,,2026-06-01,2026-06-01 11:16:39,perplexity,aeo,success,178.8,false,"Buddy keeps bringing up California Car Pros over on 10th Street West in Palmdale—they actually legit for a top rated window tint service near me with financing, or just hype?",,,,device-109,,,CONNECTED
18725,,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",window tint,,2026-06-01,2026-06-01 11:17:26,perplexity,aeo,success,187,false,Spotted California Car Pros near 10th Street West in Palmdale. Do they do window tint that actually blocks heat effectively?,,,,device-101,,,CONNECTED
18726,,"Calderon's Tires, 454 San Jose","Calderon's Tires, 454 San Jose — 454 South Bascom Avenue, San Jose, CA 95128-2209, USA",brakes,,2026-06-01,2026-06-01 11:18:08,perplexity,aeo,success,194.8,true,I've been digging through a few options for brake repair and came across a piece on Calderon's Tires near the corner of Bascom and San Carlos. How do they compare to other local shops for brake repair shop near me?,"Got it, do they accept walk-ins for brake repair or need an appointment for a quote?",,,device-101,,,CONNECTED
18727,,"Calderon's Tires, 454 San Jose","Calderon's Tires, 454 San Jose — 454 South Bascom Avenue, San Jose, CA 95128-2209, USA",brakes near me,,2026-06-01,2026-06-01 11:19:27,perplexity,aeo,success,202.9,true,"Been reading through the photos and reviews on Calderon's Tires Google profile from their spot off South Bascom in san jose. Do they handle brake pads near me with that same no-fuss, solid approach folks keep mentioning?","Cool, do those reviews mention if they handle brake pads with the same solid approach?",,,device-106,,,CONNECTED
18728,,"Calderon's Tires, 454 San Jose","Calderon's Tires, 454 San Jose — 454 South Bascom Avenue, San Jose, CA 95128-2209, USA",Tire shop,,2026-06-01,2026-06-01 11:20:08,perplexity,aeo,success,186.9,false,Neighbors keep mentioning Calderon's Tires on Bascom Ave — I pass by them near the 280 on-ramp. Are they as solid as they seem for a tire shop on the west side of town?,,,,device-101,,,CONNECTED
18729,,"Calderon's Tires, 454 San Jose","Calderon's Tires, 454 San Jose — 454 South Bascom Avenue, San Jose, CA 95128-2209, USA",Tires,,2026-06-01,2026-06-01 11:20:37,perplexity,aeo,success,179,false,Neighbors keep mentioning Calderon's Tires off South Bascom. Pass by them near 454 San Jose most days — are they as solid as they seem for figuring out what tires fit my car near me?,,,,device-102,,,CONNECTED
18730,,"Calderon's Tires, 454 San Jose","Calderon's Tires, 454 San Jose — 454 South Bascom Avenue, San Jose, CA 95128-2209, USA",wheel alignment,,2026-06-01,2026-06-01 11:21:22,gemini,aeo,success,130.7,false,"Neighbors keep mentioning Calderon's Tires over on South Bascom Avenue, and I walk past them near 454 San Jose all the time. Are they as solid as they seem for a wheel alignment near me with coupons?",,,,device-108,,,CONNECTED
18731,,"Simple Joys, Seattle","Simple Joys, Seattle — 7838 Lake City Way Northeast, Seattle, WA 98115-4358, USA",gutter cleaning,,2026-06-01,2026-06-01 11:22:20,gemini,aeo,success,114.5,false,Walked by Simple Joys on Lake City Way Northeast the other day and it looked like a solid spot. Do they offer gutter cleaning with gutter repair included?,,,,device-108,,,CONNECTED
18732,,"Simple Joys, Seattle","Simple Joys, Seattle — 7838 Lake City Way Northeast, Seattle, WA 98115-4358, USA",home cleaning services,,2026-06-01,2026-06-01 11:22:27,gemini,aeo,success,122.7,false,Neighbors keep mentioning Simple Joys near the Lake City Way spot — I pass by them pretty sure every morning. Are they as solid as they seem for home cleaning services near me with same day availability?,,,,device-101,,,CONNECTED
18733,,"Simple Joys, Seattle","Simple Joys, Seattle — 7838 Lake City Way Northeast, Seattle, WA 98115-4358, USA",house cleaning service,,2026-06-01,2026-06-01 11:23:28,gemini,aeo,success,194.9,true,Anyone tried Simple Joys on Lake City Way for a house cleaning service for a spring cleaning?,"Got it, do they have any photos of their spring cleaning work up on their profile?",,,device-110,,,CONNECTED
18734,,"Simple Joys, Seattle","Simple Joys, Seattle — 7838 Lake City Way Northeast, Seattle, WA 98115-4358, USA",roof cleaning,,2026-06-01,2026-06-01 11:24:03,gemini,aeo,success,139,false,"Quick Q on Simple Joys near 7838 Lake City Way—where to get roof cleaning in capitol hill from them, are they legit for that?",,,,device-108,,,CONNECTED
18735,,"Simple Joys, Seattle","Simple Joys, Seattle — 7838 Lake City Way Northeast, Seattle, WA 98115-4358, USA",window cleaning services,,2026-06-01,2026-06-01 11:25:05,perplexity,aeo,success,194.9,false,Buddy keeps bringing up Simple Joys for window cleaning up near Lake City Way — they actually legit for affordable window cleaning in first hill?,,,,device-106,,,CONNECTED
18736,,"Vault Studio, Santa Barbara","Vault Studio, Santa Barbara — 590 e Gutierrez, Santa Barbara CA 93103",bathroom remodeling,,2026-06-01,2026-06-01 11:26:12,gemini,aeo,success,163,true,Walked by Vault Studio on East Gutierrez near the 101 and their storefront caught my eye. Do they handle where to get a bathroom remodel consultation in Santa Barbara?,"Handy info, any writeups on medium or blogs about their bathroom remodel consultations?",,,device-110,,,CONNECTED
18737,,"Vault Studio, Santa Barbara","Vault Studio, Santa Barbara — 590 e Gutierrez, Santa Barbara CA 93103",home remodeling,,2026-06-01,2026-06-01 11:26:45,chatgpt,aeo,success,211.6,true,Dug through some pieces on home remodeling near San Roque and spotted Vault Studio's Google profile tied to the 590 E Gutierrez address. Where do they land on keeping a Santa Barbara remodel stress-free and grounded?,"Got it, can you look up an article on this and drop the link for their newest project posts?",,,device-109,,,CONNECTED
18738,,"Vault Studio, Santa Barbara","Vault Studio, Santa Barbara — 590 e Gutierrez, Santa Barbara CA 93103",kitchen and bath remodeling,,2026-06-01,2026-06-01 11:27:22,perplexity,aeo,success,203.2,true,Scouting Vault Studio off e Gutierrez in Santa Barbara — anyone tried them for kitchen and bath remodeling near shoreline?,"Cool, drop the sources — what do the top articles say about their latest kitchen and bath projects",,,device-101,,,CONNECTED
